,COUNTY,CENTER,PHONE,AGES,CAPACITY,CITY,ADDR1,ADDR2,ZIP,ESRI_Review_Needed,ESRI_Lon,ESRI_Lat,ESRI_Match_Score,ESRI_Match_Type,ESRI_Match_Address
46,Middlesex,The Salvation Army Corps Community Center in New Brunswick,732-545-1477,6 to 13,83,New Brunswick,287 Handy Street,,08901,0,-74.45122800509,40.489741005232,100,PointAddress,"287 Handy St, New Brunswick, NJ, 08901, USA"
47,Camden,The Salvation Army Kroc Center,856-379-6900,6 to 13,125,Camden,1865 Harrison Ave,,08105,0,-75.103649029091,39.954412989297,100,PointAddress,"1865 Harrison Ave, Camden, NJ, 08105, USA"
48,Hunterdon,Advantage Before/After School Program,908-638-4111,6 to 13,60,Califon,70 Bunnvale Road,,07830,0,-74.885798001143,40.717031983993,100,PointAddress,"70 Bunnvale Rd, Califon, NJ, 07830, USA"
49,Hunterdon,Advantage Before/After School Program,908-832-0641,6 to 13,65,Califon,400 Route 513,,07830,0,-74.850912017213,40.717452001161,100,PointAddress,"400 County Road 513, Califon, NJ, 07830, USA"
50,Essex,Urban League of Essex County Child Development Center,973-732-9751,0 to 13,75,Newark,494-504 Central Avenue,,07107,0,-74.194256958642,40.748123019351,99,PointAddress,"504 Central Ave, Newark, NJ, 07107, USA"
51,Essex,Urban League of Essex Co. Early Childhood Ctr.,973-732-9751,0 to 6,50,Newark,755 So. Orange Avenue,,07106,0,-74.21861996605,40.745268017401,100,PointAddress,"755 S Orange Ave, Newark, NJ, 07106, USA"
52,Union,Boys & Girls Clubs of Union County at Polk School,908-687-7976,6 to 13,77,Roselle,1100 Warren Street,,07203,0,-74.253204033828,40.647591981407,100,PointAddress,"1100 Warren St, Roselle, NJ, 07203, USA"
53,Union,Boys & Girls Clubs of Union County at Washington School,908-351-3344,6 to 13,84,Roselle,501 Washington Ave,,07203,0,-74.275192028971,40.650693998044,100,PointAddress,"501 Washington Ave, Roselle, NJ, 07203, USA"
54,Union,Boys & Girls Clubs of Union County at Harrison School,908-687-7976,6 to 13,111,Roselle,310 Harrison Ave,,07203,0,-74.25190098316,40.658628014223,100,PointAddress,"310 Harrison Ave, Roselle, NJ, 07203, USA"
55,Union,Boys & Girls Clubs of Union County at L.V. Moore School,908-687-7976,6 to 13,79,Roselle,720 Locust Street,,07203,0,-74.265021008563,40.650790012745,100,PointAddress,"720 Locust St, Roselle, NJ, 07203, USA"
56,Union,Discovery Child Care,908-687-2697,6 to 13,86,Union,1050 Jeanette Ave,,07083,0,-74.279190029148,40.700197979203,100,PointAddress,"1050 Jeanette Ave, Union, NJ, 07083, USA"
57,Union,Boys & Girls Clubs of Union County - Kindergarten Success Ac,908-351-3344,2½ to 6,49,Roselle,150 3rd Avenue,,07203,0,-74.260965005616,40.656811991081,99.43,PointAddress,"150 E 3rd Ave, Roselle, NJ, 07203, USA"
58,Union,Boys & Girls of Union County - Stillman Site,908-822-8672,6 to 13,90,Plainfield,201 W. Fourth Street,Stillman Site,07060,0,-74.421489012624,40.615454004433,100,PointAddress,"201 W 4th St, Plainfield, NJ, 07060, USA"
59,Passaic,Boys & Girls Club School #3 Clubhouse,973-777-7235,6 to 13,100,Passaic,155 Van Houten Avenue,Mario J Drago School,07055,1,-74.12882089292,40.847157679514,100,StreetAddress,"155 Van Houten Ave, Passaic, NJ, 07055, USA"
60,Passaic,Boys & Girls Club of Paterson - School #27 Unit,973-279-3055,6 to 13,200,Paterson,250 Richmond Avenue,,07502,0,-74.199552980345,40.920260991398,100,PointAddress,"250 Richmond Ave, Paterson, NJ, 07502, USA"
61,Passaic,Boys & Girls Club of Paterson/Passaic - School 4,973-321-0040,6 to 13,270,Paterson,55 Clinton Street,,07522,0,-74.173367998643,40.92455897989,100,PointAddress,"55 Clinton St, Paterson, NJ, 07522, USA"
62,Passaic,Boys & Girls Club of Paterson - School #1 Unit,973-279-3055,6 to 13,75,Paterson,11th Avenue & East 31st Street,,07514,1,-74.143170013159,40.921209990476,100,StreetInt,"11th Ave & E 31st St, Paterson, NJ, 07514, USA"
63,Passaic,Boys & Girls Club - School #19,973-279-3055,6 to 13,90,Passaic,320 Highland Avenue,,07055,0,-74.13411495934,40.870974981632,100,PointAddress,"320 Highland Ave, Passaic, NJ, 07055, USA"
64,Salem,YMCA of Salem County,0,6 to 13,120,Carneys Point,204 Shell Road,,08069,0,-75.471886990346,39.717631013932,100,PointAddress,"204 Shell Rd, Penns Grove, NJ, 08069, USA"
65,Bergen,Greater Bergen Community Action Partnership Inc.,201-968-0200,2½ to 6,273,Cliffside Park,263 Layfayette Avenue,,07010,1,-73.983809850654,40.828603581806,97.63,StreetAddress,"263 Lafayette Ave, Cliffside Park, NJ, 07010, USA"
66,Passaic,Greater Bergen Community Action - CD Center,973-546-2634,0 to 6,625,Paterson,500 E 35th Street,,07504,0,-74.142973038435,40.906057982196,100,PointAddress,"500 E 35th St, Paterson, NJ, 07504, USA"
67,Passaic,Greater Bergen Community Action - Westside Head Start,973-546-2634,0 to 6,294,Paterson,265 Totowa Avenue,,07502,0,-74.188713000244,40.91629601592,100,PointAddress,"265 Totowa Ave, Paterson, NJ, 07502, USA"
68,Hudson,Greater Bergen Community Action-St Johns Headstart,201-884-1050,2½ to 6,78,Jersey City,155 North Street,,07307,0,-74.048086960822,40.753154005275,100,PointAddress,"155 North St, Jersey City, NJ, 07307, USA"
69,Hudson,Greater Bergen Community Action (Bergen Head Start),201-884-1050,2½ to 6,133,Jersey City,2 Oxford Ave,,07304,0,-74.076259962319,40.717107002026,100,PointAddress,"2 Oxford Ave, Jersey City, NJ, 07304, USA"
70,Hudson,Greater Bergen Community Action (Bergenview Head Start),201-884-1050,2½ to 6,90,Jersey City,654 Bergen Ave,,07304,0,-74.070843995582,40.722347996534,100,PointAddress,"654 Bergen Ave, Jersey City, NJ, 07304, USA"
71,Hudson,Greater Bergen Community Action,201-342-5189,0 to 6,340,Jersey City,93 Nelson Ave,,07307,0,-74.051552039595,40.755427009778,100,PointAddress,"93 Nelson Ave, Jersey City, NJ, 07307, USA"
72,Hudson,Lincoln Park Preschool Education Center,201-884-1050,0 to 6,116,Jersey City,330 Duncan Avenue,,07306,0,-74.083377036305,40.730014001359,100,PointAddress,"330 Duncan Ave, Jersey City, NJ, 07306, USA"
73,Passaic,Michael's Energy Factory,973-684-2278,0 to 13,352,Paterson,101 Oliver Street,,07501,1,-74.178262488606,40.912175902713,100,StreetAddress,"101 Oliver St, Paterson, NJ, 07501, USA"
74,Essex,Essex County College Child Development Center,973-877-3357,0 to 13,150,Newark,303 University Ave,,07102,1,-74.176009231443,40.737879841898,100,StreetAddress,"303 University Ave, Newark, NJ, 07102, USA"
75,Essex,"Aspira, Inc. of N.J.",973-268-5330,6 to 13,185,Newark,663 Broadway Luis Munoz Marin,,07104,0,-74.160455006249,40.772545999276,96.11,PointAddress,"663 Broadway, Newark, NJ, 07104, USA"
76,Essex,ASPIRA Inc of NJ at Rafael Hernandez School,973-484-7554,6 to 13,125,Newark,345 Broadway,,07104,0,-74.166721987616,40.762108015251,100,PointAddress,"345 Broadway, Newark, NJ, 07104, USA"
77,Hudson,Boys & Girls Club of Hudson County at PS 41,201-915-6590,6 to 13,206,Jersey City,59 Wilkinson Avenue,,07305,0,-74.078412015959,40.70478200014,100,PointAddress,"59 Wilkinson Ave, Jersey City, NJ, 07305, USA"
78,Hudson,Boys & Girls Club of Hudson County at PS 15,201-915-6440,6 to 13,126,Jersey City,135 Stegman St,,07305,0,-74.0833030241,40.703749014392,100,PointAddress,"135 Stegman St, Jersey City, NJ, 07305, USA"
79,Passaic,OMNI Two Dayschool,973-728-2232,0 to 13,26,Wanaque,559 Ringwood Avenue,,07465,1,-74.288702105119,41.052239650901,100,StreetAddress,"559 Ringwood Ave, Wanaque, NJ, 07465, USA"
80,Mercer,Atkinson Child Development Center,609-883-7500,0 to 6,30,Ewing,101 Celia Way,,08628,0,-74.812930009706,40.285489992372,100,PointAddress,"101 Celia Way, Ewing, NJ, 08628, USA"
81,Camden,Cfs Headstart At Kcna,856-964-2100,2½ to 6,180,Camden,525 Clinton Street,,08103,0,-75.120609977804,39.938917993539,100,PointAddress,"525 Clinton St, Camden, NJ, 08103, USA"
82,Camden,Boys & Girls Club of Camden Co Inc-Marjorie & Lewis Katz Eas,0,6 to 13,405,Camden,2 South Dudley Street,,08105-1100,1,-75.080445455625,39.946971336137,100,StreetAddress,"2 S Dudley St, Camden, NJ, 08105, USA"
83,Gloucester,Paulsboro HeadStart Center,856-423-7096,0 to 13,50,Paulsboro,901 N Delaware Street,,08066,0,-75.24191799352,39.833503994082,100,PointAddress,"901 N Delaware St, Paulsboro, NJ, 08066, USA"
84,Gloucester,Swedesboro HeadStart,856-241-8590,2½ to 6,49,Swedesboro,1225 Kings Highway,,08085,0,-75.308406015536,39.749822006444,100,PointAddress,"1225 Kings Hwy, Swedesboro, NJ, 08085, USA"
85,Gloucester,Glassboro HeadStart Center,856-307-2299,2½ to 6,98,Glassboro,35 Sewell St,,08028,0,-75.116955970934,39.696497008994,100,PointAddress,"35 Sewell St, Glassboro, NJ, 08028, USA"
86,Cumberland,River's Edge Early Learning Center,856-453-0803,0 to 13,263,Bridgeton,110-112 Cohansey St,,08302,0,-75.234323989243,39.432216984887,99,PointAddress,"112 Cohansey St, Bridgeton, NJ, 08302, USA"
87,Gloucester,Williamstown HeadStart,856-262-9438,0 to 6,119,Williamstown,245 Glassboro Rd,St. Matthews Community Center,08094,0,-75.000888991636,39.685960998612,100,PointAddress,"245 Glassboro Rd, Williamstown, NJ, 08094, USA"
88,Cumberland,Vineland III HeadStart Center,856-691-5838,2½ to 6,68,Vineland,116 Elmer St,,08360,0,-75.034453987626,39.485788997023,99.43,PointAddress,"116 W Elmer St, Vineland, NJ, 08360, USA"
89,Gloucester,Woodbury HeadStart Center,856-686-9051,2½ to 6,34,Woodbury,36 Carpenter St,,08096,0,-75.155067981759,39.832643004988,100,PointAddress,"36 Carpenter St, Woodbury, NJ, 08096, USA"
90,Salem,Penns Grove HeadStart II,856-351-0268,0 to 6,69,Penns Grove,11 N Broad St,,08069,0,-75.46757299242,39.730160995261,100,PointAddress,"11 N Broad St, Penns Grove, NJ, 08069, USA"
91,Cumberland,Cheryl L. Chadwich Early Learning Center,856-451-6388,0 to 6,75,Bridgeton,10 Washington St,,08302,0,-75.234825981425,39.431167989704,100,PointAddress,"10 Washington St, Bridgeton, NJ, 08302, USA"
92,Mercer,Little Cherubs Head Start,609-393-6360,2½ to 6,36,Hamilton,169 Wilfred Ave,,08610,0,-74.728315032426,40.203369008472,100,PointAddress,"169 Wilfred Ave, Trenton, NJ, 08610, USA"
93,Mercer,Hamilton I Head Start,609-393-7030,2½ to 6,97,Hamilton,169 Wilfred Ave,,08610,0,-74.728315032426,40.203369008472,100,PointAddress,"169 Wilfred Ave, Trenton, NJ, 08610, USA"
94,Mercer,Hamilton II Head Start,609-587-4544,2½ to 6,26,Hamilton,1801 East State Street Ext.,Bromley Civic Center,08609,1,-74.729138927223,40.235433008254,99.9,StreetAddress,"1801 E State Street Ext, Trenton, NJ, 08609, USA"
95,Atlantic,Pleasantville Head Start II,856-392-6933,0 to 6,60,Pleasantville,49 South Main Street,,08232,0,-74.522881961671,39.391740984,100,PointAddress,"49 S Main St, Pleasantville, NJ, 08232, USA"
96,Atlantic,ACCC Gateway Early Learning Center,856-392-6911,0 to 6,53,Mayslanding,5046 Black Horse Pike,,08330,0,-74.674025026464,39.461774006235,99,PointAddress,"5046 Black Horse Pike, Mays Landing, NJ, 08330, USA"
97,Atlantic,Gateway Head Start Early Education Center,856-453-0803,0 to 6,294,Atlantic City,1433 Bacharach Boulevard,,08401,0,-74.42981199102,39.363006981724,100,PointAddress,"1433 Bacharach Blvd, Atlantic City, NJ, 08401, USA"
98,Middlesex,Mario Gonzalez Child Care Center,732-828-4572,2½ to 6,80,New Brunswick,287 Townsend Street,,08901,0,-74.449563023844,40.491534983968,100,PointAddress,"287 Townsend St, New Brunswick, NJ, 08901, USA"
99,Middlesex,Puerto Rican Action Board Day Care Center,732-828-4709,2½ to 6,220,New Brunswick,18 Drift Street,,08901,0,-74.446816022716,40.491963005854,100,PointAddress,"18 Drift St, New Brunswick, NJ, 08901, USA"
100,Middlesex,"Puerto Rican Action Board, Inc. at Roosevelt Elementary",732-828-4510,6 to 13,19,New Brunswick,83 Livingston Ave,,08901,0,-74.447121962182,40.491138980953,100,PointAddress,"83 Livingston Ave, New Brunswick, NJ, 08901, USA"
101,Middlesex,PRAB Early Childhood Center - Raritan Gardens,732-247-5640,2½ to 6,90,New Brunswick,300 Hoffman Blvd,,08901,1,-74.417890858456,40.486211034316,100,StreetAddress,"300 Hoffman Blvd, New Brunswick, NJ, 08901, USA"
102,Middlesex,PRAB Early Childhood Center - Downtown,732-545-0384,2½ to 6,61,New Brunswick,323 George Street,,08901,0,-74.44317199031,40.493547017916,100,PointAddress,"323 George St, New Brunswick, NJ, 08901, USA"
103,Middlesex,PRAB Parent Infant Care Center (PIC-C),732-745-5300,0 to 6,30,New Brunswick,1000 Somerset Street,,08901,0,-74.481598993056,40.480618980006,100,PointAddress,"1000 Somerset St, New Brunswick, NJ, 08901, USA"
104,Middlesex,PRAB Early Childhood Center at Joyce Kilmer,732-828-4510,2½ to 6,110,New Brunswick,411 Joyce Kilmer Avenue,,08901,0,-74.459199027372,40.483001996988,100,PointAddress,"411 Joyce Kilmer Ave, New Brunswick, NJ, 08901, USA"
105,Middlesex,"Puerto Rican Action Board, Inc. (PRAB)",,6 to 13,20,New Brunswick,15 Van Dyke Avenue,,08901,0,-74.471353960443,40.482892990337,100,PointAddress,"15 Van Dyke Ave, New Brunswick, NJ, 08901, USA"
106,Bergen,Meadowlands Area YMCA-SACC - Memorial School,201-291-7769,6 to 13,98,Maywood,764 Grant Ave,,07607,0,-74.061521978146,40.910623982041,100,PointAddress,"764 Grant Ave, Maywood, NJ, 07607, USA"
107,Bergen,Meadowlands Area YMCA-SACC - Pierrepont School,201-893-3290,6 to 13,100,Rutherford,Pierrepont Av,70 East Pierrepont Avenue,07070,1,-74.108394597213,40.820346138084,99.17,StreetName,"E Pierrepont Ave, Rutherford, NJ, 07070, USA"
108,Bergen,Meadowlands Area YMCA - Carlstadt School,201-421-5234,6 to 13,80,Carlstadt,Washington Street,,07072,1,-74.095332494622,40.842767547992,100,StreetName,"Washington St, Carlstadt, NJ, 07072, USA"
109,Bergen,Meadowlands Area YMCA-SACC - Maywood Avenue School,201-316-6821,6 to 13,69,Maywood,452 Maywood Ave,,07607,0,-74.062476006366,40.90015800246,100,PointAddress,"452 Maywood Ave, Maywood, NJ, 07607, USA"
110,Bergen,Meadowlands Area YMCA-SACC - Sylvan School,201-316-6817,2½ to 13,100,Rutherford,109 Sylvan St,,07070,1,-74.10576759655,40.82410841653,100,StreetAddress,"109 Sylvan St, Rutherford, NJ, 07070, USA"
111,Bergen,Meadowlands Area YMCA-SACC - Washington School,201-955-2055,2½ to 13,100,Rutherford,89 Wood St,,07070,0,-74.106521985543,40.833125994929,100,PointAddress,"89 Wood St, Rutherford, NJ, 07070, USA"
112,Bergen,Meadowlands Area YMCA-SACC - Lincoln School,201-316-6820,2½ to 13,100,Rutherford,414 Montross Ave,,07070,0,-74.118233013022,40.826681987767,100,PointAddress,"414 Montross Ave, Rutherford, NJ, 07070, USA"
113,Bergen,Meadowlands Area YMCA - SACC - Moonachie School,201-955-5300,6 to 13,244,Moonachie,20 West Park Street,Moonachie School,07074,0,-74.048146975249,40.844598012438,100,PointAddress,"20 W Park St, Moonachie, NJ, 07074, USA"
114,Bergen,Mara Family Day Care Center,201-636-0053,0 to 6,120,East Rutherford,390 Murray Hill Parkway,,07073,0,-74.092174011326,40.818728986577,100,PointAddress,"390 Murray Hill Pkwy, East Rutherford, NJ, 07073, USA"
115,Union,"Proceed Inc., Early Childhood Development Center I",908-351-7727,2½ to 13,49,Elizabeth,1122 East Grand Street,,07201,0,-74.211236012267,40.666761980703,100,PointAddress,"1122 E Grand St, Elizabeth, NJ, 07201, USA"
116,Hunterdon,Lambertville Academy,609-397-8477,2½ to 13,99,Lambertville,50 York Street,,08530-2024,0,-74.943894983709,40.368863986977,100,PointAddress,"50 York St, Lambertville, NJ, 08530, USA"
117,Passaic,"Center for Family Resources, Inc. Pompton Lakes Head Start",973-907-6677,2½ to 6,60,Pompton Lakes,59 Hamburg Turnpike,,07442,0,-74.295434995692,40.999420984182,100,PointAddress,"59 Hamburg Tpke, Pompton Lakes, NJ, 07442, USA"
118,Essex,Isaiah House Infants & Tiny Tots Day Care,973-678-5882,0 to 6,25,East Orange,238 N Munn Ave,,07017,0,-74.2053240045,40.766327004305,100,PointAddress,"238 N Munn Ave, East Orange, NJ, 07017, USA"
119,Essex,"The Leaguers, Inc. Elm Street",973-643-0300,2½ to 6,30,Newark,182 Van Buren Street,,07105,0,-74.158462963141,40.726093994792,100,PointAddress,"182 Van Buren St, Newark, NJ, 07105, USA"
